symbol,date,premium_score,risk_score,quadrant,spot,expiration_14,premium_atm_14,iv_atm_14,premium_slight_14,iv_slight_14,premium_moderate_14,iv_moderate_14,premium_far_14,iv_far_14,expiration_30,premium_atm_30,iv_atm_30,premium_slight_30,iv_slight_30,premium_moderate_30,iv_moderate_30,premium_far_30,iv_far_30,expiration_45,premium_atm_45,iv_atm_45,premium_slight_45,iv_slight_45,premium_moderate_45,iv_moderate_45,premium_far_45,iv_far_45,expiration_over60_1,premium_atm_over60_1,iv_atm_over60_1,premium_slight_over60_1,iv_slight_over60_1,premium_moderate_over60_1,iv_moderate_over60_1,premium_far_over60_1,iv_far_over60_1,expiration_over60_2,premium_atm_over60_2,iv_atm_over60_2,premium_slight_over60_2,iv_slight_over60_2,premium_moderate_over60_2,iv_moderate_over60_2,premium_far_over60_2,iv_far_over60_2,straddle_14,put_atm_14,call_atm_14,prem_per_iv_primary_14,prem_per_iv_sec_14,prem_per_hv30_14,straddle_30,put_atm_30,call_atm_30,prem_per_iv_primary_30,prem_per_iv_sec_30,prem_per_hv30_30,straddle_45,put_atm_45,call_atm_45,prem_per_iv_primary_45,prem_per_iv_sec_45,prem_per_hv30_45,straddle_over60_1,put_atm_over60_1,call_atm_over60_1,prem_per_iv_primary_over60_1,prem_per_iv_sec_over60_1,prem_per_hv30_over60_1,straddle_over60_2,put_atm_over60_2,call_atm_over60_2,prem_per_iv_primary_over60_2,prem_per_iv_sec_over60_2,prem_per_hv30_over60_2,HV_20,HV_30,HV_60,atm_iv_14,ratio_14,spread_14,signal_14,atm_iv_30,ratio_30,spread_30,signal_30,atm_iv_45,ratio_45,spread_45,signal_45,atm_iv_over60_1,ratio_over60_1,spread_over60_1,signal_over60_1,atm_iv_over60_2,ratio_over60_2,spread_over60_2,signal_over60_2,spike_count_30,spike_ratio_30,avg_spike_pct_30,max_spike_pct_30,spike_signal_30,spike_count_60,spike_ratio_60,avg_spike_pct_60,max_spike_pct_60,spike_signal_60,relative_vol_spy,relative_vol_qqq,straddle_14.0,put_atm_14.0,call_atm_14.0,prem_per_iv_primary_14.0,prem_per_iv_sec_14.0,prem_per_hv30_14.0,straddle_30.0,put_atm_30.0,call_atm_30.0,prem_per_iv_primary_30.0,prem_per_iv_sec_30.0,prem_per_hv30_30.0,straddle_45.0,put_atm_45.0,call_atm_45.0,prem_per_iv_primary_45.0,prem_per_iv_sec_45.0,prem_per_hv30_45.0,premium_slope,iv_slope,slope_divergence,wp_14,wp_30,wp_45,wp_over60_1,wp_over60_2,premium_slope_pct,iv_slope_pct,slope_div_pct,prem_efficiency_signal_14,prem_efficiency_signal_30,prem_efficiency_signal_45,prem_efficiency_signal_over60_1,prem_efficiency_signal_over60_2,spike_score_universe,spike_pct_universe,spike_signal_universe,HV_30_pct,relative_vol_spy_pct,relative_vol_qqq_pct
VUG,3/27/26,-0.4352,-0.2454,Q3 Low Premium  / Low Risk,422.37,4/17/26,2.1616,28.479,1.6179,30.7557,0.8977,34.3323,0.4143,39.536,4/17/26,2.1616,28.479,1.6179,30.7557,0.8977,34.3323,0.4143,39.536,5/15/26,3.0045,27.097,2.6458,30.2675,1.4324,33.682,,,6/18/26,3.5931,25.8772,3.1923,29.6172,1.7757,33.1945,1.0181,36.609,9/18/26,4.6953,25.5986,4.627,28.3861,2.7346,31.731,1.0279,38.5603,4.04,2.16,1.88,0.4913,0.0759,0.1179,4.04,2.16,1.88,0.4913,0.0759,0.1179,5.51,3,2.51,0.4612,0.1109,0.1639,6.51,3.59,2.92,0.4384,0.1389,0.196,8.41,4.7,3.71,0.3942,0.1834,0.2561,0.1972,0.1833,0.1734,0.2848,1.553,0.1015,Very Rich Vol,0.2848,1.553,0.1015,Very Rich Vol,0.271,1.478,0.0876,Rich Vol,0.2588,1.412,0.0754,Rich Vol,0.256,1.396,0.0727,Rich Vol,2,1.47,2.53,2.63,Normal,3,1.1,2.56,2.63,Normal,1.31,1.04,,,,,,,,,,,,,,,,,,,0.036313,-0.000434,0.036747,2.0529,2.0529,2.9328,3.5129,4.6816,0.145,0.286,0.145,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.7521,0.376,Normal,0.101,0.102,0.103
VEA,3/27/26,-0.4393,-0.3225,Q3 Low Premium  / Low Risk,62.05,4/17/26,2.216,27.8285,1.7862,34.0073,,,,,4/17/26,2.216,27.8285,1.7862,34.0073,,,,,5/15/26,3.0822,25.3895,2.6726,29.7797,1.343,33.357,,,6/18/26,3.6798,25.552,3.4549,29.7795,1.9138,32.9505,1.061,35.6333,9/18/26,4.5125,24.7066,4.4239,26.853,1.7325,23.926,1.2087,29.78,4.09,2.22,1.87,0.5091,0.0796,0.0944,4.09,2.22,1.87,0.5091,0.0796,0.0944,5.11,3.08,2.03,0.4564,0.1214,0.1313,7.39,3.68,3.71,0.5037,0.144,0.1568,7.88,4.51,3.36,0.3826,0.1826,0.1923,0.2721,0.2347,0.1974,0.2783,1.186,0.0436,Equiv. Vol,0.2783,1.186,0.0436,Equiv. Vol,0.2539,1.082,0.0192,Equiv. Vol,0.2555,1.089,0.0208,Equiv. Vol,0.2471,1.053,0.0123,Equiv. Vol,2,1.47,3.45,3.54,Normal,3,1.1,3.16,3.54,Normal,1.68,1.33,,,,,,,,,,,,,,,,,,,0.03336,-0.000439,0.033799,2.13,2.13,3.0003,3.6348,4.4948,0.105,0.284,0.109,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.0561,0.503,Moderate,0.23,0.234,0.233
STT,3/27/26,-0.4431,-0.5499,Q3 Low Premium  / Low Risk,122.52,4/17/26,3.4851,47.34,2.8771,49.7795,1.1835,51.243,0.6734,60.023,4/17/26,3.4851,47.34,2.8771,49.7795,1.1835,51.243,0.6734,60.023,5/15/26,4.8441,41.4865,3.5504,44.414,1.8874,45.3895,1.0611,50.267,6/18/26,5.3569,38.2347,3.8565,41.4865,2.3874,43.438,1.0747,46.8527,8/21/26,6.2874,37.9093,6.584,40.5113,3.3668,41.9745,1.4759,45.389,4.32,3.49,0.83,0.3159,0.0736,0.127,4.32,3.49,0.83,0.3159,0.0736,0.127,7.27,4.84,2.42,0.3973,0.1168,0.1766,7.36,5.36,2.01,0.3356,0.1401,0.1953,9.57,6.29,3.28,0.3305,0.1659,0.2292,0.2653,0.2743,0.2961,0.4734,1.726,0.1991,Very Rich Vol,0.4734,1.726,0.1991,Very Rich Vol,0.4149,1.512,0.1405,Very Rich Vol,0.3823,1.394,0.108,Rich Vol,0.3791,1.382,0.1048,Rich Vol,0,0,0,3.39,Normal,2,0.73,5.19,6.26,Normal,1.96,1.55,,,,,,,,,,,,,,,,,,,0.04113,-0.001432,0.042562,3.3635,3.3635,4.5854,5.0568,6.3467,0.231,0.076,0.245,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.4341,0.043,Normal,0.37,0.371,0.37
ROBO,3/27/26,-0.4553,-0.0855,Q3 Low Premium  / Low Risk,66.88,4/17/26,3.0702,38.235,,,,,,,4/17/26,3.0702,38.235,,,,,,,5/15/26,4.0707,34.4138,3.5511,39.2107,,,,,6/18/26,4.6561,32.1212,5.0314,42.4626,2.2428,34.658,,,9/18/26,5.1784,30.5927,5.308,32.7065,,,,,5.98,3.07,2.91,0.542,0.0803,0.1098,5.98,3.07,2.91,0.542,0.0803,0.1098,7.6,4.07,3.53,0.5011,0.1183,0.1455,8.55,4.66,3.9,0.4641,0.145,0.1665,8,5.18,2.82,0.3138,0.1693,0.1851,0.3137,0.2797,0.2486,0.3824,1.367,0.1026,Rich Vol,0.3824,1.367,0.1026,Rich Vol,0.3441,1.23,0.0644,Rich Vol,0.3212,1.148,0.0415,Equiv. Vol,0.3059,1.094,0.0262,Equiv. Vol,2,1.47,3.92,4.22,Normal,3,1.1,3.9,4.22,Normal,2,1.58,,,,,,,,,,,,,,,,,,,0.026034,-0.00112,0.027154,,,3.9668,4.7312,5.2043,0.042,0.099,0.05,Rich + Thin,Rich + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,2.2457,0.577,Moderate,0.392,0.393,0.391
ZTS,3/27/26,-0.4591,-0.2668,Q3 Low Premium  / Low Risk,113.35,4/17/26,2.3379,32.707,1.9409,34.658,0.9263,37.584,0.5293,43.438,4/17/26,2.3379,32.707,1.9409,34.658,0.9263,37.584,0.5293,43.438,5/15/26,4.5434,37.584,3.3745,40.0235,1.588,41.487,1.0146,44.414,6/18/26,4.5655,34.6575,4.4552,37.5845,2.1173,40.5115,1.0146,45.389,7/17/26,5.7786,36.121,5.558,39.0475,2.7239,39.5355,1.3123,49.2915,3.64,2.34,1.3,0.3854,0.0715,0.0822,3.64,2.34,1.3,0.3854,0.0715,0.0822,8.03,4.54,3.48,0.4844,0.1209,0.1598,7.04,4.57,2.47,0.3537,0.1317,0.1606,8.91,5.78,3.13,0.37,0.16,0.2033,0.2848,0.2843,0.2571,0.3271,1.151,0.0428,Equiv. Vol,0.3271,1.151,0.0428,Equiv. Vol,0.3758,1.322,0.0916,Rich Vol,0.3466,1.219,0.0623,Rich Vol,0.3612,1.271,0.0769,Rich Vol,2,1.47,3.65,3.68,Normal,3,1.1,3.58,3.68,Normal,2.03,1.61,,,,,,,,,,,,,,,,,,,0.048551,0.000436,0.048116,2.2585,2.2585,4.3096,4.5434,5.7345,0.361,0.858,0.356,Cheap + Thin,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.0973,0.527,Moderate,0.411,0.41,0.411
PEP,3/27/26,-0.4592,-0.5443,Q3 Low Premium  / Low Risk,153.04,4/10/26,1.5862,25.877,1.0281,27.5037,0.6551,28.804,0.3196,31.2432,4/17/26,2.5369,31.731,1.6826,32.707,0.9491,34.1702,0.4966,41.812,5/15/26,3.2933,28.804,2.63,30.2675,1.3885,32.707,0.5922,38.56,6/18/26,3.7507,28.804,3.7409,30.2675,1.9586,32.7065,0.7898,37.8283,7/17/26,4.4122,28.3165,3.8661,30.105,2.091,31.731,1.0022,35.1455,2.91,1.59,1.32,0.477,0.0613,0.0865,4.89,2.54,2.36,0.5343,0.08,0.1383,5.88,3.29,2.59,0.4633,0.1143,0.1795,5.5,3.75,1.75,0.3329,0.1302,0.2045,6.53,4.41,2.12,0.346,0.1558,0.2405,0.1621,0.1834,0.223,0.2588,1.411,0.0753,Rich Vol,0.3173,1.73,0.1339,Very Rich Vol,0.288,1.57,0.1046,Very Rich Vol,0.288,1.57,0.1046,Very Rich Vol,0.2832,1.544,0.0997,Very Rich Vol,1,0.73,2.45,2.45,Normal,2,0.73,4.04,4.81,Normal,1.31,1.04,,,,,,,,,,,,,,,,,,,0.03651,7.40E-05,0.036437,1.4746,2.366,3.1606,3.7487,4.303,0.149,0.621,0.141,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.0182,0.117,Normal,0.103,0.102,0.103
EG,3/27/26,-0.462,-0.1412,Q3 Low Premium  / Low Risk,317.93,4/17/26,2.1797,26.853,1.5569,28.804,0.7785,29.78,0.6448,37.584,4/17/26,2.1797,26.853,1.5569,28.804,0.7785,29.78,0.6448,37.584,5/15/26,3.312,30.755,2.8701,33.1945,1.7299,36.609,,,6/18/26,4.3422,30.2675,3.6643,31.243,1.6041,32.707,0.7608,37.0965,7/17/26,4.9555,29.78,4.2462,29.78,2.2489,30.755,0.578,36.609,3.9,2.18,1.72,0.5035,0.0812,0.128,3.9,2.18,1.72,0.5035,0.0812,0.128,5.26,3.31,1.95,0.3878,0.1077,0.1945,6.64,4.34,2.29,0.382,0.1435,0.2549,8.06,4.96,3.1,0.4057,0.1664,0.2909,0.1717,0.1703,0.1999,0.2685,1.577,0.0982,Very Rich Vol,0.2685,1.577,0.0982,Very Rich Vol,0.3076,1.806,0.1372,Very Rich Vol,0.3027,1.777,0.1324,Very Rich Vol,0.2978,1.748,0.1275,Very Rich Vol,2,1.47,2.46,2.59,Normal,4,1.47,2.6,2.66,Normal,1.22,0.96,,,,,,,,,,,,,,,,,,,0.040361,0.000448,0.039914,2.0551,2.0551,3.2236,4.2066,4.8136,0.218,0.86,0.207,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.8874,0.428,Normal,0.07,0.07,0.066
TJX,3/27/26,-0.4633,-0.8088,Q3 Low Premium  / Low Risk,155.12,4/10/26,1.6955,27.341,1.1781,29.292,0.6382,29.78,0.3266,35.6333,4/17/26,2.1741,27.341,1.3527,27.829,0.7209,29.4543,0.3046,36.609,5/15/26,2.8027,25.8775,2.2499,26.853,1.4279,27.829,0.7252,30.2675,6/18/26,3.9389,26.853,2.9816,28.804,1.8018,30.755,0.7986,34.1698,7/17/26,4.6883,27.341,3.5859,28.3165,1.9646,30.2675,0.7075,33.1945,2.85,1.7,1.15,0.4419,0.062,0.1011,3.78,2.17,1.6,0.4786,0.0795,0.1296,6.72,2.8,3.92,0.5888,0.1083,0.1671,7.04,3.94,3.1,0.4568,0.1467,0.2349,8.54,4.69,3.85,0.4684,0.1715,0.2796,0.1596,0.1677,0.1782,0.2734,1.63,0.1057,Very Rich Vol,0.2734,1.63,0.1057,Very Rich Vol,0.2588,1.543,0.0911,Very Rich Vol,0.2685,1.601,0.1008,Very Rich Vol,0.2734,1.63,0.1057,Very Rich Vol,0,0,0,1.85,Normal,2,0.73,2.47,2.7,Normal,1.2,0.95,,,,,,,,,,,,,,,,,,,0.039661,-5.00E-06,0.039666,1.592,2.0098,2.6921,3.7474,4.4678,0.203,0.559,0.203,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.2865,0.026,Normal,0.055,0.057,0.058
VZ,3/27/26,-0.4674,-0.3787,Q3 Low Premium  / Low Risk,50.31,4/10/26,2.0672,33.1945,1.3483,31.731,0.6708,31.731,0.328,40.5113,4/17/26,2.3554,30.7555,1.7492,30.755,0.9077,31.0803,0.3247,34.983,5/15/26,3.6772,34.17,2.7596,34.0073,1.4659,35.1455,0.7802,39.7795,6/18/26,4.3977,31.731,2.9119,31.731,1.8982,32.707,0.6592,36.934,7/17/26,5.5506,32.707,4.1915,32.707,2.1301,33.357,0.9276,36.2837,4.24,2.07,2.18,0.5424,0.0623,0.1194,3.55,2.36,1.19,0.3996,0.0766,0.1361,7.78,3.68,4.1,0.5165,0.1076,0.2125,7.02,4.4,2.62,0.3853,0.1386,0.2541,8.38,5.55,2.83,0.3842,0.1697,0.3207,0.1546,0.1731,0.2952,0.3319,1.918,0.1589,Very Rich Vol,0.3076,1.777,0.1345,Very Rich Vol,0.3417,1.974,0.1686,Very Rich Vol,0.3173,1.833,0.1442,Very Rich Vol,0.3271,1.89,0.154,Very Rich Vol,1,0.73,2.52,2.52,Normal,1,0.37,11.18,11.18,Normal,1.24,0.98,,,,,,,,,,,,,,,,,,,0.045542,1.00E-06,0.045541,1.9234,2.2342,3.4937,4.1005,5.2788,0.302,0.579,0.3,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.9206,0.1,Normal,0.076,0.078,0.078
SHW,3/27/26,-0.4686,-0.2732,Q3 Low Premium  / Low Risk,315.37,4/17/26,2.1467,30.755,2.2038,32.707,1.0226,35.633,0.3567,41.487,4/17/26,2.1467,30.755,2.2038,32.707,1.0226,35.633,0.3567,41.487,5/15/26,4.054,34.658,2.8062,35.633,1.744,38.0725,0.9222,46.3647,6/18/26,4.5386,32.3817,3.266,33.682,1.8946,36.6085,0.8667,39.8607,9/18/26,5.455,30.43,5.7816,32.3817,3.0705,34.658,1.3615,38.56,3.07,2.15,0.93,0.3461,0.0698,0.0857,3.07,2.15,0.93,0.3461,0.0698,0.0857,8.77,4.05,4.72,0.5741,0.117,0.1618,8.51,4.54,3.98,0.4582,0.1402,0.1812,8.57,5.45,3.11,0.3378,0.1793,0.2177,0.2776,0.2505,0.261,0.3076,1.228,0.057,Rich Vol,0.3076,1.228,0.057,Rich Vol,0.3466,1.383,0.096,Rich Vol,0.3238,1.292,0.0733,Rich Vol,0.3043,1.215,0.0538,Rich Vol,2,1.47,3.48,3.58,Normal,3,1.1,3.49,3.58,Normal,1.79,1.42,,,,,,,,,,,,,,,,,,,0.046963,-1.30E-05,0.046976,2.1581,2.1581,3.8044,4.2841,5.5203,0.333,0.558,0.338,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.068,0.512,Moderate,0.289,0.289,0.29
AFL,3/27/26,-0.4702,-0.6589,Q3 Low Premium  / Low Risk,106.41,4/10/26,1.3908,21.4875,1.0259,25.552,0.5991,28.804,0.3759,29.78,4/17/26,1.6195,21.9753,1.3313,24.9017,0.7361,27.1783,,,5/15/26,3.0542,26.853,1.7151,29.78,,,0.6657,37.2593,6/18/26,3.3409,25.3895,2.3729,27.829,1.5976,30.755,0.7205,37.2593,8/21/26,3.7684,23.926,4.4404,26.853,2.4669,32.2185,1.1747,32.707,2.78,1.39,1.38,0.548,0.0647,0.102,3.88,1.62,2.26,0.6116,0.0737,0.1188,5.69,3.05,2.63,0.4802,0.1137,0.224,6.4,3.34,3.06,0.4392,0.1316,0.245,5.61,3.77,1.84,0.307,0.1575,0.2764,0.126,0.1363,0.1783,0.2149,1.576,0.0785,Very Rich Vol,0.2198,1.612,0.0834,Very Rich Vol,0.2685,1.969,0.1322,Very Rich Vol,0.2539,1.862,0.1175,Very Rich Vol,0.2393,1.755,0.1029,Very Rich Vol,0,0,0,1.68,Normal,3,1.1,3.03,3.43,Normal,0.97,0.77,,,,,,,,,,,,,,,,,,,0.035416,0.000368,0.035047,1.3178,1.5619,2.7864,3.1473,3.9028,0.134,0.817,0.124,Rich + Thin,Rich + Efficient,Rich + Thin,Rich + Thin,Rich + Thin,0.4912,0.048,Normal,0.022,0.021,0.021
KO,3/27/26,-0.472,-0.6055,Q3 Low Premium  / Low Risk,75.71,4/10/26,1.4727,21.975,1.0765,23.4385,0.5184,25.8775,0.2427,32.4625,4/17/26,1.6874,21.975,1.1689,22.951,0.7309,24.5767,0.2925,31.3127,5/15/26,2.4733,23.9265,1.8293,25.877,1.1359,27.829,0.5217,32.7063,6/18/26,3.5299,24.902,2.7671,25.877,1.6081,28.3165,0.6555,34.414,7/17/26,4.0021,24.414,3.1039,24.902,1.9416,26.853,1.0005,31.731,2.63,1.47,1.16,0.5075,0.067,0.1003,3.84,1.69,2.15,0.6049,0.0768,0.1149,4.68,2.47,2.21,0.4438,0.1034,0.1685,6.69,3.53,3.16,0.4679,0.1418,0.2404,7.7,4,3.7,0.4731,0.1639,0.2726,0.1487,0.1468,0.1739,0.2198,1.497,0.0729,Rich Vol,0.2198,1.497,0.0729,Rich Vol,0.2393,1.63,0.0925,Very Rich Vol,0.249,1.696,0.1022,Very Rich Vol,0.2441,1.663,0.0973,Very Rich Vol,1,0.73,2.1,2.1,Normal,2,0.73,2.49,2.67,Normal,1.05,0.83,,,,,,,,,,,,,,,,,,,0.034987,0.000388,0.034599,1.3935,1.5837,2.3445,3.3773,3.8225,0.126,0.833,0.119,Rich + Thin,Rich + Efficient,Rich + Thin,Rich + Thin,Rich + Thin,0.8629,0.091,Normal,0.035,0.035,0.035
VTV,3/27/26,-0.473,-0.1804,Q3 Low Premium  / Low Risk,193.35,4/17/26,1.4869,20.0238,1.1921,22.9508,0.8404,26.853,0.4913,28.804,4/17/26,1.4869,20.0238,1.1921,22.9508,0.8404,26.853,0.4913,28.804,5/15/26,1.8453,17.6549,1.6335,20.024,1.0861,22.7556,0.4181,27.8287,,,,,,,,,,8/21/26,3.2382,18.7231,2.8987,20.5564,1.7197,21.4875,0.8469,23.4385,3.35,1.49,1.87,0.5802,0.0743,0.1344,3.35,1.49,1.87,0.5802,0.0743,0.1344,3.73,1.85,1.89,0.4795,0.1045,0.1667,,,,,,,6.34,3.24,3.11,0.4437,0.173,0.2926,0.1206,0.1107,0.1177,0.2002,1.809,0.0896,Very Rich Vol,0.2002,1.809,0.0896,Very Rich Vol,0.1765,1.595,0.0659,Very Rich Vol,,,,,0.1872,1.692,0.0766,Very Rich Vol,1,0.73,1.5,1.5,Normal,2,0.73,1.71,1.93,Normal,0.79,0.63,,,,,,,,,,,,,,,,,,,0.024273,-0.000181,0.024454,1.4279,1.4279,1.8029,,3.1703,0.034,0.44,0.036,Rich + Thin,Rich + Thin,Rich + Thin,,Rich + Thin,0.7037,0.074,Normal,0.014,0.014,0.015
MDY,3/27/26,-0.4889,-0.2622,Q3 Low Premium  / Low Risk,603.8,4/17/26,2.1944,28.3165,1.6852,30.5112,0.8861,32.219,0.6542,37.584,4/17/26,2.1944,28.3165,1.6852,30.5112,0.8861,32.219,0.6542,37.584,5/15/26,3.0998,27.0157,2.4147,29.5846,,,,,6/18/26,3.5349,25.6335,2.9113,27.9681,,,0.9916,33.6823,9/18/26,4.4377,24.609,4.3864,27.2432,2.3269,28.804,,,4,2.19,1.8,0.489,0.0775,0.1176,4,2.19,1.8,0.489,0.0775,0.1176,5.93,3.1,2.83,0.4978,0.1147,0.1661,6.88,3.53,3.34,0.4674,0.1379,0.1894,7.75,4.44,3.32,0.378,0.1803,0.2377,0.2061,0.1867,0.1746,0.2832,1.517,0.0965,Very Rich Vol,0.2832,1.517,0.0965,Very Rich Vol,0.2702,1.447,0.0835,Rich Vol,0.2563,1.373,0.0697,Rich Vol,0.2461,1.318,0.0594,Rich Vol,2,1.47,2.44,2.51,Normal,3,1.1,2.68,3.16,Normal,1.33,1.05,,,,,,,,,,,,,,,,,,,0.032248,-0.000537,0.032785,2.0926,2.0926,2.9628,3.4102,4.4274,0.094,0.227,0.092,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.7624,0.39,Normal,0.108,0.108,0.107
XLV,3/27/26,-0.4963,-0.5553,Q3 Low Premium  / Low Risk,143.26,4/10/26,1.5165,24.414,,,1.7451,60.023,,,4/17/26,1.8105,23.4385,1.6669,32.3164,0.7225,29.78,,,5/15/26,2.4768,22.6257,2.0662,25.3895,1.5985,36.609,1.3751,50.267,6/18/26,2.8559,20.9997,2.3249,22.672,1.7625,24.9015,,,9/18/26,3.2888,20.2192,4.0189,21.7315,1.9702,24.414,1.3612,40.511,3.29,1.52,1.78,0.5724,0.0621,0.1033,3.48,1.81,1.67,0.5147,0.0772,0.1233,4.6,2.48,2.12,0.4607,0.1095,0.1687,5.61,2.86,2.75,0.4651,0.136,0.1945,6.01,3.29,2.72,0.3566,0.1627,0.224,0.1416,0.1468,0.1468,0.2441,1.663,0.0973,Very Rich Vol,0.2344,1.597,0.0876,Very Rich Vol,0.2263,1.541,0.0795,Very Rich Vol,0.21,1.43,0.0632,Rich Vol,0.2022,1.377,0.0554,Rich Vol,1,0.73,2.02,2.02,Normal,2,0.73,1.98,2.02,Normal,1.05,0.83,,,,,,,,,,,,,,,,,,,0.026079,-0.000568,0.026648,,1.7818,2.3947,2.7497,3.4348,0.044,0.209,0.042,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.8068,0.084,Normal,0.035,0.035,0.035
HACK,3/27/26,-0.5078,-0.2399,Q3 Low Premium  / Low Risk,72.66,4/17/26,2.6814,34.3327,2.073,41.7308,,,,,4/17/26,2.6814,34.3327,2.073,41.7308,,,,,5/15/26,3.58,31.2432,2.7267,32.9505,,,,,6/18/26,3.3856,30.2675,4.0256,31.731,,,,,9/18/26,5.2333,28.9262,5.7287,28.804,3.4407,31.731,1.3419,36.609,5.09,2.68,2.41,0.5133,0.0781,0.0895,5.09,2.68,2.41,0.5133,0.0781,0.0895,7.05,3.58,3.47,0.5116,0.1146,0.1194,3.98,3.39,0.59,0.229,0.1119,0.113,9.29,5.23,4.06,0.3854,0.1809,0.1746,0.2651,0.2997,0.2692,0.3433,1.145,0.0436,Equiv. Vol,0.3433,1.145,0.0436,Equiv. Vol,0.3124,1.042,0.0127,Equiv. Vol,0.3027,1.01,0.0029,Equiv. Vol,0.2893,0.965,-0.0105,Equiv. Vol,2,1.47,4.47,4.81,Normal,2,0.73,4.47,4.81,Normal,2.14,1.69,,,,,,,,,,,,,,,,,,,0.03601,-0.000776,0.036786,2.5597,2.5597,3.4093,3.5136,5.3324,0.141,0.16,0.147,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.196,0.562,Moderate,0.438,0.44,0.437
KMI,3/27/26,-0.5151,-0.1776,Q3 Low Premium  / Low Risk,34.03,4/10/26,1.653,26.365,1.124,27.341,0.6024,28.804,0.3771,46.0393,4/17/26,2.1819,27.829,1.6089,27.829,0.8228,29.292,0.2902,35.1455,5/15/26,3.6512,30.755,2.4831,31.731,1.3517,32.707,0.6269,35.633,6/18/26,4.5842,29.78,3.4308,30.2675,1.8219,31.731,0.7738,34.0073,9/18/26,5.2637,29.292,4.736,29.78,2.586,30.7555,1.0481,34.6578,2.81,1.65,1.15,0.4516,0.0627,0.0949,3.86,2.18,1.67,0.4801,0.0784,0.1253,5.69,3.65,2.04,0.4198,0.1187,0.2097,7.72,4.58,3.14,0.4518,0.1539,0.2633,8.85,5.26,3.59,0.3627,0.1797,0.3024,0.1984,0.1741,0.2079,0.2636,1.514,0.0896,Very Rich Vol,0.2783,1.599,0.1042,Very Rich Vol,0.3076,1.767,0.1335,Very Rich Vol,0.2978,1.711,0.1237,Very Rich Vol,0.2929,1.683,0.1188,Very Rich Vol,2,1.47,2.56,2.61,Normal,3,1.1,3.56,3.95,Normal,1.24,0.98,,,,,,,,,,,,,,,,,,,0.049733,0.000366,0.049367,1.5472,2.0673,3.4176,4.3535,5.1582,0.388,0.815,0.375,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.8487,0.419,Normal,0.079,0.078,0.078
T,3/27/26,-0.5299,-0.3662,Q3 Low Premium  / Low Risk,29.1,4/10/26,1.8299,29.292,1.3402,29.78,0.7216,31.243,0.3883,46.95,4/17/26,2.3282,29.292,1.555,30.2675,0.7732,31.731,0.3393,37.8285,5/15/26,3.8402,33.1945,2.9725,33.682,1.6495,35.6335,0.945,39.536,6/18/26,4.7852,31.731,3.4536,33.1945,2.079,34.658,0.9691,41.682,7/17/26,4.9485,31.731,4.1065,32.219,2.1478,33.682,1.1082,39.7792,2.93,1.83,1.1,0.4243,0.0625,0.0783,3.68,2.33,1.35,0.4348,0.0795,0.0996,6.05,3.84,2.21,0.4132,0.1157,0.1642,8.1,4.79,3.32,0.4449,0.1508,0.2047,8.87,4.95,3.92,0.4191,0.156,0.2116,0.2328,0.2338,0.2604,0.2929,1.253,0.0591,Rich Vol,0.2929,1.253,0.0591,Rich Vol,0.3319,1.42,0.0981,Rich Vol,0.3173,1.357,0.0835,Rich Vol,0.3173,1.357,0.0835,Rich Vol,1,0.73,3.95,3.95,Normal,5,1.83,4.16,4.55,Moderate,1.67,1.32,,,,,,,,,,,,,,,,,,,0.043298,0.00035,0.042949,1.732,2.1736,3.6667,4.5189,4.7801,0.27,0.806,0.26,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.7582,0.383,Normal,0.227,0.228,0.227
