symbol,date,premium_score,risk_score,quadrant,spot,expiration_14,premium_atm_14,iv_atm_14,premium_slight_14,iv_slight_14,premium_moderate_14,iv_moderate_14,premium_far_14,iv_far_14,expiration_30,premium_atm_30,iv_atm_30,premium_slight_30,iv_slight_30,premium_moderate_30,iv_moderate_30,premium_far_30,iv_far_30,expiration_45,premium_atm_45,iv_atm_45,premium_slight_45,iv_slight_45,premium_moderate_45,iv_moderate_45,premium_far_45,iv_far_45,expiration_over60_1,premium_atm_over60_1,iv_atm_over60_1,premium_slight_over60_1,iv_slight_over60_1,premium_moderate_over60_1,iv_moderate_over60_1,premium_far_over60_1,iv_far_over60_1,expiration_over60_2,premium_atm_over60_2,iv_atm_over60_2,premium_slight_over60_2,iv_slight_over60_2,premium_moderate_over60_2,iv_moderate_over60_2,premium_far_over60_2,iv_far_over60_2,straddle_14,put_atm_14,call_atm_14,prem_per_iv_primary_14,prem_per_iv_sec_14,prem_per_hv30_14,straddle_30,put_atm_30,call_atm_30,prem_per_iv_primary_30,prem_per_iv_sec_30,prem_per_hv30_30,straddle_45,put_atm_45,call_atm_45,prem_per_iv_primary_45,prem_per_iv_sec_45,prem_per_hv30_45,straddle_over60_1,put_atm_over60_1,call_atm_over60_1,prem_per_iv_primary_over60_1,prem_per_iv_sec_over60_1,prem_per_hv30_over60_1,straddle_over60_2,put_atm_over60_2,call_atm_over60_2,prem_per_iv_primary_over60_2,prem_per_iv_sec_over60_2,prem_per_hv30_over60_2,HV_20,HV_30,HV_60,atm_iv_14,ratio_14,spread_14,signal_14,atm_iv_30,ratio_30,spread_30,signal_30,atm_iv_45,ratio_45,spread_45,signal_45,atm_iv_over60_1,ratio_over60_1,spread_over60_1,signal_over60_1,atm_iv_over60_2,ratio_over60_2,spread_over60_2,signal_over60_2,spike_count_30,spike_ratio_30,avg_spike_pct_30,max_spike_pct_30,spike_signal_30,spike_count_60,spike_ratio_60,avg_spike_pct_60,max_spike_pct_60,spike_signal_60,relative_vol_spy,relative_vol_qqq,straddle_14.0,put_atm_14.0,call_atm_14.0,prem_per_iv_primary_14.0,prem_per_iv_sec_14.0,prem_per_hv30_14.0,straddle_45.0,put_atm_45.0,call_atm_45.0,prem_per_iv_primary_45.0,prem_per_iv_sec_45.0,prem_per_hv30_45.0,premium_slope,iv_slope,slope_divergence,wp_14,wp_30,wp_45,wp_over60_1,wp_over60_2,premium_slope_pct,iv_slope_pct,slope_div_pct,prem_efficiency_signal_14,prem_efficiency_signal_30,prem_efficiency_signal_45,prem_efficiency_signal_over60_1,prem_efficiency_signal_over60_2,spike_score_universe,spike_pct_universe,spike_signal_universe,HV_30_pct,relative_vol_spy_pct,relative_vol_qqq_pct
OKE,2026-03-31,-0.3692,0.0628,Q4 Low Premium  / High Risk,90.39,2026-04-17,2.5445,32.707,,,0.8851,35.633,0.3319,41.487,,,,,,,,,,2026-05-15,4.3368,40.999,2.6275,38.56,1.3829,40.511,0.7468,44.414,2026-06-18,5.2218,37.0965,3.5955,35.633,2.1297,37.584,1.0372,41.9745,2026-07-17,5.6367,34.17,4.37,34.658,2.7658,36.609,1.1248,40.1857,5.56,2.54,3.01,0.6544,0.0778,0.092,,,,,,,8.82,4.34,4.48,0.5089,0.1058,0.1567,11.03,5.22,5.81,0.531,0.1408,0.1887,8.93,5.64,3.29,0.3991,0.165,0.2037,0.2069,0.2767,0.2999,0.3271,1.182,0.0504,Equiv. Vol,,,,,0.41,1.482,0.1333,Rich Vol,0.371,1.341,0.0943,Rich Vol,0.3417,1.235,0.065,Rich Vol,2,1.47,4.59,5.22,Normal,4,1.47,4.51,5.22,Normal,1.66,1.35,,,,,,,,,,,,,0.029072,9.4e-05,0.028977,,,3.9949,4.8965,5.3834,0.057,0.617,0.055,Cheap + Efficient,,Rich + Thin,Rich + Thin,Rich + Thin,2.6868,0.741,Moderate,0.344,0.341,0.347
EWZ,2026-03-31,-0.3718,0.0428,Q4 Low Premium  / High Risk,38.39,2026-04-10,2.0795,38.885,1.2894,38.56,0.7597,45.064,0.2692,46.3647,2026-05-01,3.5035,37.3405,2.8067,41.4868,1.4099,42.9505,0.4949,42.9505,2026-05-15,3.9073,36.934,3.0216,38.56,1.7908,41.9745,0.8179,49.4864,2026-06-18,5.1218,37.5843,4.1808,39.536,2.3313,40.999,1.1201,48.4787,2026-07-17,6.0465,37.584,4.8537,37.9093,2.4486,38.885,1.305,45.389,3.91,2.08,1.83,0.505,0.0535,0.0564,6.41,3.5,2.91,0.4895,0.0938,0.095,6.84,3.91,2.93,0.4384,0.1058,0.1059,9.26,5.12,4.14,0.4402,0.1363,0.1388,9.76,6.05,3.72,0.3969,0.1609,0.1639,0.3953,0.369,0.3215,0.3888,1.054,0.0199,Equiv. Vol,0.3734,1.012,0.0044,Equiv. Vol,0.3693,1.001,0.0004,Equiv. Vol,0.3758,1.019,0.0069,Equiv. Vol,0.3758,1.019,0.0069,Equiv. Vol,2,1.47,4.9,4.98,Normal,5,1.83,4.45,4.98,Moderate,2.22,1.8,,,,,,,,,,,,,0.049089,-0.000107,0.049196,1.9215,3.3641,3.7302,4.9336,5.8079,0.403,0.418,0.401,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.8221,0.794,Elevated,0.564,0.565,0.566
EOG,2026-03-31,-0.3925,0.1662,Q4 Low Premium  / High Risk,144.57,2026-04-10,2.1007,38.9504,1.3229,38.072,0.6225,39.048,0.3261,42.6016,2026-05-01,3.8559,41.27,2.8014,40.9014,1.3661,40.0235,0.5274,47.828,2026-05-15,4.4062,39.536,3.2337,40.0235,1.7293,41.487,1.003,43.926,2026-06-18,5.144,38.5597,4.4961,38.56,2.395,40.0235,0.9972,42.137,2026-07-17,6.1931,38.8853,4.9688,38.8853,2.4815,40.999,1.0952,42.7873,3.85,2.1,1.75,0.4957,0.0539,0.0808,6.07,3.86,2.22,0.4195,0.0934,0.1484,6.64,4.41,2.24,0.3977,0.1114,0.1696,8.84,5.14,3.7,0.4095,0.1334,0.198,9.27,6.19,3.08,0.3641,0.1593,0.2383,0.2644,0.2599,0.2904,0.3895,1.499,0.1296,Rich Vol,0.4127,1.588,0.1528,Very Rich Vol,0.3954,1.521,0.1355,Very Rich Vol,0.3856,1.484,0.1257,Rich Vol,0.3889,1.496,0.129,Rich Vol,3,2.2,3.59,3.62,Moderate,2,0.73,4.27,4.78,Normal,1.56,1.27,,,,,,,,,,,,,0.048943,-0.00015,0.049093,1.9451,3.645,4.1717,5.0144,5.9482,0.401,0.375,0.399,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.741,0.759,Elevated,0.285,0.283,0.291
FHN,2026-03-31,-0.3966,0.1519,Q4 Low Premium  / High Risk,22.76,2026-04-10,1.9442,38.072,1.3181,41.487,,,0.6591,49.292,2026-05-01,3.8371,41.4867,2.9108,43.438,1.5927,46.365,,,2026-05-15,4.5475,37.584,3.1854,41.4865,1.9772,48.316,0.9886,55.7957,,,,,,,,,,2026-08-21,6.1219,36.6087,6.261,38.56,3.222,41.812,1.2083,49.7795,3.89,1.94,1.94,0.5127,0.0511,0.0652,6.72,3.84,2.89,0.462,0.0925,0.1287,8.55,4.55,4.0,0.5381,0.121,0.1525,,,,,,,10.61,6.12,4.49,0.3849,0.1672,0.2053,0.2332,0.2981,0.2755,0.3807,1.277,0.0826,Rich Vol,0.4149,1.392,0.1167,Rich Vol,0.3758,1.261,0.0777,Rich Vol,,,,,0.3661,1.228,0.068,Rich Vol,2,1.47,4.63,4.66,Normal,4,1.47,4.27,4.66,Normal,1.79,1.45,,,,,,,,,,,,,0.052005,-0.000359,0.052364,1.819,3.6518,4.2751,,6.1497,0.479,0.236,0.487,Rich + Thin,Rich + Thin,Rich + Thin,,Rich + Thin,2.5481,0.69,Moderate,0.412,0.411,0.411
BK,2026-03-31,-0.3969,0.0038,Q4 Low Premium  / High Risk,118.63,2026-04-17,2.6806,38.56,1.9599,39.536,0.9905,42.462,0.4847,52.2185,,,,,,,,,,2026-05-15,4.1136,34.658,2.7396,37.0965,1.433,41.487,0.7797,55.145,2026-06-18,4.2401,32.707,3.6879,34.17,2.002,36.609,0.9423,44.2744,2026-09-18,5.2516,31.0803,5.6057,32.7065,2.9925,35.6333,1.7351,42.625,4.14,2.68,1.46,0.4133,0.0695,0.128,,,,,,,6.67,4.11,2.55,0.4553,0.1187,0.1965,8.14,4.24,3.9,0.4447,0.1296,0.2025,8.82,5.25,3.57,0.3444,0.169,0.2508,0.1844,0.2094,0.2687,0.3856,1.842,0.1762,Very Rich Vol,,,,,0.3466,1.655,0.1372,Very Rich Vol,0.3271,1.562,0.1177,Very Rich Vol,0.3108,1.484,0.1014,Rich Vol,2,1.47,3.06,3.18,Normal,2,0.73,4.78,5.74,Normal,1.26,1.02,,,,,,,,,,,,,0.035145,-0.000982,0.036127,2.5365,,3.8388,4.1297,5.3224,0.141,0.084,0.153,Rich + Thin,,Rich + Thin,Rich + Thin,Rich + Thin,1.8897,0.434,Normal,0.131,0.132,0.135
NVO,2026-03-31,-0.4078,0.7202,Q4 Low Premium  / High Risk,36.75,2026-04-10,2.4218,45.3893,1.7211,44.414,0.966,45.877,0.3565,49.4868,2026-05-01,4.1995,45.3893,2.7551,47.8285,1.3605,44.414,0.8571,53.8443,2026-05-15,,,4.5442,50.267,,,1.2789,55.145,2026-06-18,,,6.1361,47.34,2.2041,51.243,0.7211,58.072,2026-07-17,5.7823,46.365,7.2517,47.34,2.9116,49.292,1.0068,54.169,4.12,2.42,1.7,0.4559,0.0534,0.0407,7.89,4.2,3.69,0.4954,0.0925,0.0706,,,,,,,,,,,,,5.78,5.78,0.0,0.1905,0.1247,0.0973,0.3387,0.5945,0.6789,0.4539,0.763,-0.1406,Compressed Vol,0.4539,0.763,-0.1406,Compressed Vol,,,,,,,,,0.4636,0.78,-0.1309,Compressed Vol,1,0.73,17.95,17.95,Normal,5,1.83,12.1,17.95,Moderate,3.58,2.89,,,,,,,,,,,,,0.045461,0.000135,0.045326,2.2817,3.9106,,,6.0762,0.329,0.647,0.311,Cheap + Thin,Cheap + Thin,,,Cheap + Thin,3.1183,0.845,Elevated,0.829,0.832,0.828
MMM,2026-03-31,-0.4108,-0.1031,Q4 Low Premium  / High Risk,145.23,2026-04-10,1.6896,31.2432,1.2658,34.0077,0.7414,35.6333,0.4217,37.097,2026-05-01,3.4359,37.5845,2.7198,38.56,1.804,40.511,0.8607,47.34,2026-05-15,3.9265,35.1455,2.8489,38.072,1.6044,40.511,0.8114,46.0397,2026-06-18,5.1573,34.17,3.942,36.121,2.1638,38.56,1.0415,46.3645,2026-07-17,5.2009,33.357,4.6564,35.1455,2.4662,38.2347,1.1269,45.064,3.31,1.69,1.62,0.531,0.0541,0.0617,5.65,3.44,2.21,0.4285,0.0914,0.1254,6.7,3.93,2.77,0.4511,0.1117,0.1433,9.06,5.16,3.9,0.4735,0.1509,0.1882,8.49,5.2,3.29,0.3888,0.1559,0.1898,0.3121,0.274,0.3243,0.3124,1.14,0.0384,Equiv. Vol,0.3758,1.371,0.1018,Rich Vol,0.3515,1.282,0.0774,Rich Vol,0.3417,1.247,0.0677,Rich Vol,0.3336,1.217,0.0595,Rich Vol,2,1.47,3.86,3.99,Normal,3,1.1,5.59,7.21,Normal,1.65,1.33,,,,,,,,,,,,,0.043956,0.0,0.043955,1.6048,3.2927,3.711,4.9142,5.092,0.28,0.532,0.276,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.3488,0.626,Moderate,0.334,0.334,0.333
DLR,2026-03-31,-0.4234,-0.022,Q4 Low Premium  / High Risk,180.21,2026-04-10,1.8201,33.1945,1.3457,35.1455,0.7075,41.487,0.4301,45.389,2026-05-01,3.4432,36.121,2.5248,38.56,1.4844,41.487,1.1237,59.047,2026-05-15,4.012,35.1455,3.0936,37.5845,1.5537,41.487,0.8462,53.194,2026-06-18,4.7667,34.3327,3.9029,36.2837,2.3167,40.999,1.1098,48.7062,2026-07-17,5.5528,33.682,4.43,34.6577,2.4139,38.235,1.2589,43.9257,3.09,1.82,1.27,0.4676,0.0548,0.0803,5.97,3.44,2.53,0.4713,0.0953,0.152,7.27,4.01,3.26,0.4898,0.1142,0.1771,7.71,4.77,2.94,0.4011,0.1388,0.2104,9.14,5.55,3.59,0.4146,0.1649,0.2451,0.2501,0.2266,0.2366,0.3319,1.465,0.1054,Rich Vol,0.3612,1.594,0.1346,Very Rich Vol,0.3515,1.551,0.1249,Very Rich Vol,0.3433,1.515,0.1167,Very Rich Vol,0.3368,1.487,0.1102,Rich Vol,2,1.47,3.27,3.71,Normal,4,1.47,3.68,4.15,Normal,1.36,1.1,,,,,,,,,,,,,0.044358,-6.8e-05,0.044427,1.7252,3.2595,3.8283,4.5939,5.3282,0.297,0.456,0.29,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.3174,0.609,Moderate,0.192,0.19,0.19
CHPT,2026-03-31,-0.4338,1.3108,Q4 Low Premium  / High Risk,4.86,2026-04-10,3.8066,78.559,2.8807,93.193,,,,,2026-05-01,6.893,70.754,,,,,,,2026-05-15,10.4938,85.388,,,3.6008,81.486,,,,,,,,,,,,2026-08-21,14.8663,125.387,16.8724,92.705,,,,,5.04,3.81,1.23,0.3221,0.0485,0.0634,11.11,6.89,4.22,0.4477,0.0974,0.1148,17.18,10.49,6.69,0.4762,0.1229,0.1748,,,,,,,22.84,14.87,7.97,0.2418,0.1186,0.2477,0.6364,0.6002,0.5764,0.7856,1.309,0.1854,Rich Vol,0.7075,1.179,0.1074,Equiv. Vol,0.8539,1.423,0.2537,Rich Vol,,,,,1.2539,2.089,0.6537,Very Rich Vol,3,2.2,8.92,9.94,Moderate,4,1.47,8.88,9.94,Normal,3.61,2.92,,,,,,,,,,,,,,0.006879,,3.6214,,,,15.2675,,1.0,,Rich + Thin,Cheap + Thin,Rich + Thin,,Rich + Thin,4.7394,0.987,Extreme,0.838,0.838,0.838
RJF,2026-03-31,-0.4367,0.0015,Q4 Low Premium  / High Risk,144.79,2026-04-17,2.8593,34.658,1.6748,36.609,1.0015,40.511,0.7194,59.0473,,,,,,,,,,2026-05-15,3.6708,33.682,2.8835,37.5845,1.6748,40.511,0.7079,50.755,,,,,,,,,,2026-07-17,4.9773,32.3817,4.6965,34.6575,2.7108,36.6085,1.2863,44.901,5.34,2.86,2.48,0.5931,0.0825,0.1075,,,,,,,5.84,3.67,2.17,0.4105,0.109,0.1381,,,,,,,9.05,4.98,4.07,0.4267,0.1537,0.1872,0.2257,0.2659,0.3116,0.3466,1.304,0.0807,Rich Vol,,,,,0.3368,1.267,0.0709,Rich Vol,,,,,0.3238,1.218,0.0579,Rich Vol,2,1.47,3.76,4.22,Normal,2,0.73,6.69,9.15,Normal,1.6,1.29,,,,,,,,,,,,,0.029911,-0.000295,0.030206,2.6224,,3.5133,,4.9211,0.07,0.267,0.07,Rich + Thin,,Rich + Thin,,Rich + Thin,2.2079,0.571,Moderate,0.307,0.308,0.306
ETHE,2026-03-31,-0.4371,0.6172,Q4 Low Premium  / High Risk,17.07,2026-04-10,3.72,67.3395,,,1.3181,72.706,,,2026-05-01,6.8248,75.1448,,,,,,,2026-05-15,7.7914,73.356,6.2244,77.5835,,,,,,,,,,,,,,2026-07-17,12.5,75.8762,10.5448,73.1935,4.9795,80.998,2.7094,86.852,6.05,3.72,2.33,0.4509,0.0552,0.0521,11.1,6.82,4.28,0.4212,0.0908,0.0957,12.98,7.79,5.18,0.4186,0.1062,0.1092,,,,,,,17.91,12.5,5.41,0.3606,0.1647,0.1752,0.6749,0.7134,0.797,0.6734,0.944,-0.04,Equiv. Vol,0.7514,1.053,0.0381,Equiv. Vol,0.7336,1.028,0.0202,Equiv. Vol,,,,,0.7588,1.064,0.0454,Equiv. Vol,2,1.47,10.74,11.11,Normal,4,1.47,12.67,15.0,Normal,4.29,3.47,,,,,,,,,,,,,,0.000835,,,,7.478,,12.109,,0.941,,Cheap + Thin,Cheap + Thin,Cheap + Thin,,Cheap + Thin,3.7891,0.932,Extreme,0.909,0.908,0.908
MTB,2026-03-31,-0.4455,-0.0488,Q4 Low Premium  / High Risk,206.72,2026-04-17,2.3558,36.609,1.9834,40.511,1.2033,44.4135,0.6652,55.1453,,,,,,,,,,2026-05-15,3.6861,33.682,3.1443,34.658,1.6387,38.072,,,2026-06-18,4.7262,31.731,3.4185,33.6823,2.0559,37.0965,1.0733,40.5112,2026-07-17,4.5206,31.243,4.1844,33.357,2.2373,35.1455,1.4754,41.487,3.45,2.36,1.1,0.3632,0.0644,0.0836,,,,,,,6.55,3.69,2.86,0.4602,0.1094,0.1308,8.53,4.73,3.81,0.4803,0.1489,0.1677,6.88,4.52,2.36,0.3366,0.1447,0.1604,0.2393,0.2819,0.2518,0.3661,1.299,0.0842,Rich Vol,,,,,0.3368,1.195,0.055,Equiv. Vol,0.3173,1.126,0.0355,Equiv. Vol,0.3124,1.108,0.0306,Equiv. Vol,2,1.47,4.18,4.58,Normal,3,1.1,3.94,4.58,Normal,1.7,1.37,,,,,,,,,,,,,0.029592,-0.000723,0.030315,2.2813,,3.5777,4.4647,4.4534,0.065,0.11,0.072,Rich + Thin,,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.3364,0.62,Moderate,0.366,0.37,0.365
APD,2026-03-31,-0.4845,0.0671,Q4 Low Premium  / High Risk,290.49,2026-04-17,2.4269,29.78,1.1704,31.731,,,0.4432,36.121,,,,,,,,,,2026-05-15,3.6731,33.682,2.9089,33.682,1.5319,35.6335,0.7272,40.999,2026-06-18,4.5509,30.755,3.2962,32.219,1.8761,33.682,0.9768,39.7795,2026-09-18,5.9991,30.755,5.3616,31.731,2.8171,33.032,1.0908,36.3648,4.58,2.43,2.15,0.5919,0.0815,0.1144,,,,,,,5.86,3.67,2.19,0.4116,0.1091,0.1732,7.74,4.55,3.19,0.4496,0.148,0.2146,9.78,6.0,3.78,0.386,0.1951,0.2829,0.2335,0.2121,0.2599,0.2978,1.404,0.0857,Rich Vol,,,,,0.3368,1.588,0.1247,Very Rich Vol,0.3076,1.45,0.0955,Rich Vol,0.3076,1.45,0.0955,Rich Vol,2,1.47,3.6,4.5,Normal,4,1.47,4.6,6.24,Normal,1.28,1.03,,,,,,,,,,,,,0.047669,4.6e-05,0.047623,2.1756,,3.5203,4.3,5.8716,0.384,0.582,0.374,Rich + Thin,,Rich + Thin,Rich + Thin,Rich + Thin,2.6272,0.717,Moderate,0.148,0.15,0.145
FDX,2026-03-31,-0.4943,0.0713,Q4 Low Premium  / High Risk,356.18,2026-04-10,1.9268,36.2184,1.3389,38.56,0.7496,44.2184,0.4588,60.1857,2026-05-01,3.2803,35.1455,2.2718,37.259,1.2765,39.861,0.8273,45.3893,2026-05-15,3.3583,32.7067,2.6882,34.658,1.6354,36.609,0.7693,41.812,2026-06-18,4.4509,31.731,3.2182,33.1945,1.8846,35.1455,0.924,40.755,2026-07-17,5.5688,35.3892,4.6922,36.609,2.6789,37.9093,1.1629,43.828,3.65,1.93,1.72,0.5055,0.0532,0.0753,6.46,3.28,3.18,0.5241,0.0933,0.1282,6.46,3.36,3.1,0.4671,0.1027,0.1313,8.8,4.45,4.35,0.4951,0.1403,0.174,9.97,5.57,4.4,0.4301,0.1574,0.2177,0.2847,0.2558,0.2704,0.3622,1.416,0.1064,Rich Vol,0.3515,1.374,0.0957,Rich Vol,0.3271,1.279,0.0713,Rich Vol,0.3173,1.24,0.0615,Rich Vol,0.3539,1.384,0.0981,Rich Vol,2,1.47,4.01,4.13,Normal,4,1.47,4.32,5.27,Normal,1.54,1.25,,,,,,,,,,,,,0.044299,-0.000189,0.044488,1.8092,3.0786,3.2243,4.2044,5.3935,0.292,0.339,0.294,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.4921,0.677,Moderate,0.27,0.272,0.274
JPM,2026-03-31,-0.4968,0.3714,Q4 Low Premium  / High Risk,294.16,2026-04-10,1.9145,34.3327,1.3541,35.633,0.7156,37.5843,0.3145,42.1373,2026-05-01,3.3451,34.983,2.4009,37.0965,1.425,39.861,0.6068,46.5273,2026-05-15,3.6039,33.1945,2.7394,35.6333,1.5638,38.56,0.6823,45.3891,2026-06-18,4.2657,31.3408,3.4718,33.9263,2.0312,36.6087,0.9468,41.9746,2026-07-17,4.9562,32.219,4.3811,34.4138,2.4544,37.194,1.0747,42.9503,3.18,1.91,1.27,0.465,0.0558,0.0794,6.21,3.35,2.87,0.5062,0.0956,0.1388,7.16,3.6,3.55,0.5103,0.1086,0.1495,8.05,4.27,3.78,0.4588,0.1361,0.177,8.77,4.96,3.81,0.4158,0.1538,0.2056,0.2224,0.241,0.2635,0.3433,1.424,0.1023,Rich Vol,0.3498,1.451,0.1088,Rich Vol,0.3319,1.377,0.0909,Rich Vol,0.3134,1.3,0.0724,Rich Vol,0.3222,1.337,0.0812,Rich Vol,3,2.2,3.66,4.31,Moderate,4,1.47,4.01,4.31,Normal,1.45,1.17,,,,,,,,,,,,,0.036781,-0.000395,0.037175,1.8024,3.1563,3.431,4.1069,4.8412,0.172,0.212,0.174,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,3.3075,0.88,Elevated,0.23,0.23,0.229
SPG,2026-03-31,-0.5008,-0.0761,Q4 Low Premium  / High Risk,186.53,2026-04-17,1.8228,26.853,1.0454,28.804,0.8712,36.609,0.3217,41.1617,,,,,,,,,,2026-05-15,3.0773,28.3165,2.4661,29.78,1.4743,32.2185,0.5998,38.56,2026-06-18,3.8886,28.804,3.1496,30.2675,1.8764,32.7065,0.8611,36.8528,2026-07-17,4.5855,29.1293,3.9538,30.755,2.1578,32.7067,0.9315,36.609,4.69,1.82,2.87,0.6726,0.0679,0.0865,,,,,,,6.09,3.08,3.01,0.5087,0.1087,0.146,7.92,3.89,4.03,0.4909,0.135,0.1844,7.64,4.59,3.05,0.4005,0.1574,0.2175,0.2438,0.2108,0.2168,0.2685,1.274,0.0577,Rich Vol,,,,,0.2832,1.343,0.0723,Rich Vol,0.288,1.366,0.0772,Rich Vol,0.2913,1.382,0.0805,Rich Vol,2,1.47,3.37,3.61,Normal,5,1.83,3.19,3.61,Moderate,1.27,1.03,,,,,,,,,,,,,0.036751,0.000297,0.036454,1.6673,,2.9551,3.7408,4.4592,0.17,0.761,0.16,Rich + Efficient,,Rich + Thin,Rich + Thin,Rich + Thin,2.4115,0.653,Moderate,0.142,0.141,0.145
PPG,2026-03-31,-0.5209,0.369,Q4 Low Premium  / High Risk,106.88,2026-04-10,1.9056,34.6577,1.5672,36.609,0.6549,43.438,0.3976,55.145,2026-05-01,2.9145,35.6335,1.8946,39.536,1.1228,44.414,,,2026-05-15,3.9671,37.584,2.6665,40.511,1.6607,42.462,0.9473,49.7795,2026-06-18,4.9963,34.658,3.649,36.609,2.4794,39.536,1.2631,45.7143,2026-08-21,5.829,35.633,5.6294,36.934,3.0408,40.511,1.5906,49.0478,3.62,1.91,1.72,0.5249,0.055,0.0519,5.79,2.91,2.88,0.4636,0.0818,0.0793,7.61,3.97,3.64,0.4789,0.1056,0.1079,9.81,5.0,4.81,0.5053,0.1442,0.1359,8.04,5.83,2.21,0.2996,0.1636,0.1586,0.4178,0.3675,0.3344,0.3466,0.943,-0.0209,Equiv. Vol,0.3563,0.97,-0.0112,Equiv. Vol,0.3758,1.023,0.0083,Equiv. Vol,0.3466,0.943,-0.0209,Equiv. Vol,0.3563,0.97,-0.0112,Equiv. Vol,3,2.2,4.9,5.08,Moderate,4,1.47,4.98,5.24,Normal,2.21,1.79,,,,,,,,,,,,,0.052278,3.5e-05,0.052242,1.8379,2.7105,3.707,4.7268,5.7891,0.485,0.568,0.485,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,3.5872,0.923,Extreme,0.56,0.559,0.56
IRM,2026-03-31,-0.5268,0.0909,Q4 Low Premium  / High Risk,102.14,2026-04-10,1.8406,33.6823,1.3462,34.658,0.6609,43.926,,,2026-05-01,3.6656,38.1698,2.57,42.462,,,,,2026-05-15,4.1316,39.5355,2.7169,42.462,,,,,2026-06-18,5.6002,38.56,4.112,41.487,2.313,43.926,1.0525,49.779,2026-07-17,5.3015,37.0965,6.8044,38.56,3.035,42.4625,1.3707,45.877,3.72,1.84,1.88,0.5539,0.0546,0.0601,6.56,3.67,2.89,0.4898,0.096,0.1198,8.68,4.13,4.55,0.5195,0.1045,0.135,11.52,5.6,5.92,0.5335,0.1452,0.183,7.4,5.3,2.1,0.3048,0.1429,0.1732,0.3076,0.3061,0.348,0.3368,1.1,0.0307,Equiv. Vol,0.3817,1.247,0.0756,Rich Vol,0.3954,1.292,0.0893,Rich Vol,0.3856,1.26,0.0795,Rich Vol,0.371,1.212,0.0649,Rich Vol,2,1.47,4.88,5.21,Normal,4,1.47,5.69,7.4,Normal,1.84,1.49,,,,,,,,,,,,,0.049327,0.000311,0.049016,1.7417,3.4465,3.8487,5.3026,5.6021,0.413,0.773,0.393,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.8177,0.792,Elevated,0.431,0.43,0.432
LOW,2026-03-31,-0.5381,-0.0732,Q4 Low Premium  / High Risk,236.28,2026-04-10,1.8844,33.1945,1.2013,35.308,0.637,38.072,0.4186,48.9014,2026-05-01,3.4398,35.1455,2.5023,37.0965,1.4369,39.048,0.7054,42.4623,2026-05-15,3.6207,32.707,2.6452,34.6575,1.221,37.584,0.7428,42.9505,2026-06-18,4.1762,33.1945,3.9466,35.1455,2.2114,37.584,1.0291,42.9502,2026-07-17,4.8639,32.707,4.6608,34.17,2.2061,35.633,1.0341,40.0235,3.21,1.88,1.33,0.4856,0.0568,0.0612,6.14,3.44,2.7,0.498,0.0979,0.1117,5.68,3.62,2.05,0.4106,0.1107,0.1176,7.96,4.18,3.78,0.428,0.1258,0.1356,7.28,4.86,2.42,0.3401,0.1487,0.158,0.2919,0.3079,0.2957,0.3319,1.078,0.024,Equiv. Vol,0.3515,1.141,0.0435,Equiv. Vol,0.3271,1.062,0.0191,Equiv. Vol,0.3319,1.078,0.024,Equiv. Vol,0.3271,1.062,0.0191,Equiv. Vol,2,1.47,4.97,5.75,Normal,3,1.1,4.72,5.75,Normal,1.85,1.5,,,,,,,,,,,,,0.036697,-0.000155,0.036852,1.7478,3.2523,3.4256,4.1303,4.8233,0.168,0.366,0.168,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.5951,0.706,Moderate,0.441,0.438,0.441
IDXX,2026-03-31,-0.5414,0.5511,Q4 Low Premium  / High Risk,561.89,2026-04-17,2.3572,33.1945,1.6507,35.1455,0.961,36.609,0.4642,38.235,,,,,,,,,,2026-05-15,4.6511,42.6576,3.0789,46.365,,,1.1034,48.316,,,,,,,,,,2026-07-17,5.4908,34.6576,5.3777,36.934,2.7274,39.5355,1.297,40.0235,4.18,2.36,1.83,0.4854,0.071,0.0766,,,,,,,8.73,4.65,4.08,0.4843,0.109,0.1511,,,,,,,9.42,5.49,3.93,0.4151,0.1584,0.1784,0.3042,0.3078,0.3013,0.3319,1.079,0.0242,Equiv. Vol,,,,,0.4266,1.386,0.1188,Rich Vol,,,,,0.3466,1.126,0.0388,Equiv. Vol,3,2.2,4.6,5.0,Moderate,6,2.2,4.62,5.0,Moderate,1.85,1.5,,,,,,,,,,,,,0.040886,4.3e-05,0.040843,2.2159,,4.3367,,5.4682,0.233,0.577,0.229,Cheap + Thin,,Rich + Thin,,Cheap + Thin,3.9419,0.956,Extreme,0.438,0.438,0.441
